"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
1621,"unpermute_kernel(float const*, float*, int, int, int, int) [clone .kd]",1,0,2161,8831,8831,6291456,128,0,0,12,4,32,64,"0x0","0x7b3401f05540",2657235638795,2657236473529,2657236506524,2657236494667,32995
1622,"__amd_rocclr_fillBufferAligned.kd",1,0,2163,8831,8831,77824,256,0,0,12,4,48,64,"0x0","0x7b340229b580",2657236504532,2657236525488,2657236528053,2657236516375,2565
1623,"permute_kernel(float*, float*, float*, float const*, int, int, int, int) [clone .kd]",1,0,2165,8831,8831,6291456,128,0,0,12,4,32,64,"0x0","0x7b3401f05500",2657236511532,2657236534027,2657236573437,2657236561987,39410
1624,"Cijk_Alik_Bljk_SB_MT64x32x64_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR8_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVWn1_GSU1_GSUASB_GLS0_ISA942_IU1_K1_KLA_LBSPPA256_LBSPPB256_LPA4_LPB4_LDL1_LRVW1_LWPMn1_LDW0_FMA_MIAV0_MDA2_MO40_MMFSC_MKFGSU256_NTA0_NTB0_NTC3_NTD3_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR17_PKA0_SIA3_SLW1_SS1_SU0_SUM0_SUS0_SCIUI1_SPO1_SRVW0_SSO0_SVW1_SNLL0_TSGRA0_TSGRB0_TT2_16_TLDS1_UMLDSA1_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM32.kd",1,0,2166,8831,8831,12582912,256,58880,0,128,136,80,64,"0x0","0x7b2b0e149b40",2657236523071,2657236573437,2657237011115,2657237004738,437678
1625,"softmax_forward_kernel5(float*, float, float const*, int, int) [clone .kd]",1,0,2167,8831,8831,3145728,256,0,64,44,4,48,64,"0x0","0x7b3401f05440",2657236528523,2657237011115,2657237151234,2657237139371,140119
1626,"Cijk_Ailk_Bljk_SB_MT32x32x64_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT3128_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR0_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVW4_GSU1_GSUASB_GLS0_ISA942_IU1_K1_KLA_LBSPPA0_LBSPPB256_LPA16_LPB4_LDL1_LRVW1_LWPMn1_LDW0_FMA_MIAV1_MDA2_MO40_MMFSC_MKFGSU256_NTA0_NTB0_NTC3_NTD2_NEPBS4_NLCA1_NLCB1_ONLL2_OPLV0_PK0_PAP0_PGR2_PLR9_PKA0_SIA3_SLW1_SS1_SU0_SUM0_SUS0_SCIUI1_SPO0_SRVW0_SSO4_SVW1_SNLL0_TSGRA0_TSGRB0_TT1_32_TLDS1_UMLDSA0_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG32_4_2_WGM16.kd",1,0,2168,8831,8831,1572864,256,53760,0,64,0,64,64,"0x0","0x7b2b0d512580",2657236536631,2657237151234,2657237394188,2657237382578,242954
1627,"unpermute_kernel(float const*, float*, int, int, int, int) [clone .kd]",1,0,2169,8831,8831,6291456,128,0,0,12,4,32,64,"0x0","0x7b3401f05540",2657236541364,2657237394188,2657237427945,2657237416093,33757
1628,"__amd_rocclr_fillBufferAligned.kd",1,0,2171,8831,8831,77824,256,0,0,12,4,48,64,"0x0","0x7b340229b580",2657237426002,2657237446948,2657237449594,2657237438756,2646
1629,"permute_kernel(float*, float*, float*, float const*, int, int, int, int) [clone .kd]",1,0,2173,8831,8831,6291456,128,0,0,12,4,32,64,"0x0","0x7b3401f05500",2657237432968,2657237455728,2657237493935,2657237483272,38207
1630,"Cijk_Alik_Bljk_SB_MT64x32x64_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR8_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVWn1_GSU1_GSUASB_GLS0_ISA942_IU1_K1_KLA_LBSPPA256_LBSPPB256_LPA4_LPB4_LDL1_LRVW1_LWPMn1_LDW0_FMA_MIAV0_MDA2_MO40_MMFSC_MKFGSU256_NTA0_NTB0_NTC3_NTD3_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR17_PKA0_SIA3_SLW1_SS1_SU0_SUM0_SUS0_SCIUI1_SPO1_SRVW0_SSO0_SVW1_SNLL0_TSGRA0_TSGRB0_TT2_16_TLDS1_UMLDSA1_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM32.kd",1,0,2174,8831,8831,12582912,256,58880,0,128,136,80,64,"0x0","0x7b2b0e149b40",2657237445821,2657237493935,2657237933618,2657237922725,439683
1631,"softmax_forward_kernel5(float*, float, float const*, int, int) [clone .kd]",1,0,2175,8831,8831,3145728,256,0,64,44,4,48,64,"0x0","0x7b3401f05440",2657237451282,2657237933618,2657238074218,2657238062793,140600
1632,"Cijk_Ailk_Bljk_SB_MT32x32x64_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT3128_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR0_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVW4_GSU1_GSUASB_GLS0_ISA942_IU1_K1_KLA_LBSPPA0_LBSPPB256_LPA16_LPB4_LDL1_LRVW1_LWPMn1_LDW0_FMA_MIAV1_MDA2_MO40_MMFSC_MKFGSU256_NTA0_NTB0_NTC3_NTD2_NEPBS4_NLCA1_NLCB1_ONLL2_OPLV0_PK0_PAP0_PGR2_PLR9_PKA0_SIA3_SLW1_SS1_SU0_SUM0_SUS0_SCIUI1_SPO0_SRVW0_SSO4_SVW1_SNLL0_TSGRA0_TSGRB0_TT1_32_TLDS1_UMLDSA0_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG32_4_2_WGM16.kd",1,0,2176,8831,8831,1572864,256,53760,0,64,0,64,64,"0x0","0x7b2b0d512580",2657237459858,2657238074218,2657238315368,2657238303955,241150
1633,"unpermute_kernel(float const*, float*, int, int, int, int) [clone .kd]",1,0,2177,8831,8831,6291456,128,0,0,12,4,32,64,"0x0","0x7b3401f05540",2657237464989,2657238315368,2657238349045,2657238337543,33677
1634,"__amd_rocclr_fillBufferAligned.kd",1,0,2179,8831,8831,77824,256,0,0,12,4,48,64,"0x0","0x7b340229b580",2657238346920,2657238367527,2657238370413,2657238358657,2886
1635,"permute_kernel(float*, float*, float*, float const*, int, int, int, int) [clone .kd]",1,0,2181,8831,8831,6291456,128,0,0,12,4,32,64,"0x0","0x7b3401f05500",2657238353543,2657238376187,2657238414955,2657238403799,38768
1636,"Cijk_Alik_Bljk_SB_MT64x32x64_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR8_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVWn1_GSU1_GSUASB_GLS0_ISA942_IU1_K1_KLA_LBSPPA256_LBSPPB256_LPA4_LPB4_LDL1_LRVW1_LWPMn1_LDW0_FMA_MIAV0_MDA2_MO40_MMFSC_MKFGSU256_NTA0_NTB0_NTC3_NTD3_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR17_PKA0_SIA3_SLW1_SS1_SU0_SUM0_SUS0_SCIUI1_SPO1_SRVW0_SSO0_SVW1_SNLL0_TSGRA0_TSGRB0_TT2_16_TLDS1_UMLDSA1_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM32.kd",1,0,2182,8831,8831,12582912,256,58880,0,128,136,80,64,"0x0","0x7b2b0e149b40",2657238365248,2657238414955,2657238852312,2657238841503,437357
1637,"softmax_forward_kernel5(float*, float, float const*, int, int) [clone .kd]",1,0,2183,8831,8831,3145728,256,0,64,44,4,48,64,"0x0","0x7b3401f05440",2657238375253,2657238852312,2657238991910,2657238980149,139598
1638,"Cijk_Ailk_Bljk_SB_MT32x32x64_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT3128_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR0_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVW4_GSU1_GSUASB_GLS0_ISA942_IU1_K1_KLA_LBSPPA0_LBSPPB256_LPA16_LPB4_LDL1_LRVW1_LWPMn1_LDW0_FMA_MIAV1_MDA2_MO40_MMFSC_MKFGSU256_NTA0_NTB0_NTC3_NTD2_NEPBS4_NLCA1_NLCB1_ONLL2_OPLV0_PK0_PAP0_PGR2_PLR9_PKA0_SIA3_SLW1_SS1_SU0_SUM0_SUS0_SCIUI1_SPO0_SRVW0_SSO4_SVW1_SNLL0_TSGRA0_TSGRB0_TT1_32_TLDS1_UMLDSA0_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG32_4_2_WGM16.kd",1,0,2184,8831,8831,1572864,256,53760,0,64,0,64,64,"0x0","0x7b2b0d512580",2657238384612,2657238991910,2657239227968,2657239216702,236058
1639,"unpermute_kernel(float const*, float*, int, int, int, int) [clone .kd]",1,0,2185,8831,8831,6291456,128,0,0,12,4,32,64,"0x0","0x7b3401f05540",2657238389692,2657239227968,2657239261405,2657239249836,33437
1640,"__amd_rocclr_fillBufferAligned.kd",1,0,2187,8831,8831,77824,256,0,0,12,4,48,64,"0x0","0x7b340229b580",2657239259133,2657239280167,2657239282894,2657239271314,2727
1641,"permute_kernel(float*, float*, float*, float const*, int, int, int, int) [clone .kd]",1,0,2189,8831,8831,6291456,128,0,0,12,4,32,64,"0x0","0x7b3401f05500",2657239265899,2657239288787,2657239327515,2657239315789,38728
1642,"Cijk_Alik_Bljk_SB_MT64x32x64_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR8_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVWn1_GSU1_GSUASB_GLS0_ISA942_IU1_K1_KLA_LBSPPA256_LBSPPB256_LPA4_LPB4_LDL1_LRVW1_LWPMn1_LDW0_FMA_MIAV0_MDA2_MO40_MMFSC_MKFGSU256_NTA0_NTB0_NTC3_NTD3_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR17_PKA0_SIA3_SLW1_SS1_SU0_SUM0_SUS0_SCIUI1_SPO1_SRVW0_SSO0_SVW1_SNLL0_TSGRA0_TSGRB0_TT2_16_TLDS1_UMLDSA1_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM32.kd",1,0,2190,8831,8831,12582912,256,58880,0,128,136,80,64,"0x0","0x7b2b0e149b40",2657239279224,2657239327515,2657239762948,2657239752988,435433
1643,"softmax_forward_kernel5(float*, float, float const*, int, int) [clone .kd]",1,0,2191,8831,8831,3145728,256,0,64,44,4,48,64,"0x0","0x7b3401f05440",2657239290366,2657239762948,2657239903428,2657239892198,140480
1644,"Cijk_Ailk_Bljk_SB_MT32x32x64_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT3128_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR0_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVW4_GSU1_GSUASB_GLS0_ISA942_IU1_K1_KLA_LBSPPA0_LBSPPB256_LPA16_LPB4_LDL1_LRVW1_LWPMn1_LDW0_FMA_MIAV1_MDA2_MO40_MMFSC_MKFGSU256_NTA0_NTB0_NTC3_NTD2_NEPBS4_NLCA1_NLCB1_ONLL2_OPLV0_PK0_PAP0_PGR2_PLR9_PKA0_SIA3_SLW1_SS1_SU0_SUM0_SUS0_SCIUI1_SPO0_SRVW0_SSO4_SVW1_SNLL0_TSGRA0_TSGRB0_TT1_32_TLDS1_UMLDSA0_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG32_4_2_WGM16.kd",1,0,2192,8831,8831,1572864,256,53760,0,64,0,64,64,"0x0","0x7b2b0d512580",2657239300478,2657239903428,2657240147264,2657240135478,243836
1645,"unpermute_kernel(float const*, float*, int, int, int, int) [clone .kd]",1,0,2193,8831,8831,6291456,128,0,0,12,4,32,64,"0x0","0x7b3401f05540",2657239305083,2657240147264,2657240181141,2657240169501,33877
1646,"__amd_rocclr_fillBufferAligned.kd",1,0,2195,8831,8831,77824,256,0,0,12,4,48,64,"0x0","0x7b340229b580",2657240178938,2657240199664,2657240202590,2657240191701,2926
1647,"permute_kernel(float*, float*, float*, float const*, int, int, int, int) [clone .kd]",1,0,2197,8831,8831,6291456,128,0,0,12,4,32,64,"0x0","0x7b3401f05500",2657240186217,2657240208644,2657240247493,2657240235633,38849
1648,"Cijk_Alik_Bljk_SB_MT64x32x64_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR8_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVWn1_GSU1_GSUASB_GLS0_ISA942_IU1_K1_KLA_LBSPPA256_LBSPPB256_LPA4_LPB4_LDL1_LRVW1_LWPMn1_LDW0_FMA_MIAV0_MDA2_MO40_MMFSC_MKFGSU256_NTA0_NTB0_NTC3_NTD3_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR17_PKA0_SIA3_SLW1_SS1_SU0_SUM0_SUS0_SCIUI1_SPO1_SRVW0_SSO0_SVW1_SNLL0_TSGRA0_TSGRB0_TT2_16_TLDS1_UMLDSA1_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM32.kd",1,0,2198,8831,8831,12582912,256,58880,0,128,136,80,64,"0x0","0x7b2b0e149b40",2657240198253,2657240247493,2657240687095,2657240676469,439602
1649,"softmax_forward_kernel5(float*, float, float const*, int, int) [clone .kd]",1,0,2199,8831,8831,3145728,256,0,64,44,4,48,64,"0x0","0x7b3401f05440",2657240204108,2657240687095,2657240829499,2657240817661,142404
1650,"Cijk_Ailk_Bljk_SB_MT32x32x64_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT3128_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR0_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVW4_GSU1_GSUASB_GLS0_ISA942_IU1_K1_KLA_LBSPPA0_LBSPPB256_LPA16_LPB4_LDL1_LRVW1_LWPMn1_LDW0_FMA_MIAV1_MDA2_MO40_MMFSC_MKFGSU256_NTA0_NTB0_NTC3_NTD2_NEPBS4_NLCA1_NLCB1_ONLL2_OPLV0_PK0_PAP0_PGR2_PLR9_PKA0_SIA3_SLW1_SS1_SU0_SUM0_SUS0_SCIUI1_SPO0_SRVW0_SSO4_SVW1_SNLL0_TSGRA0_TSGRB0_TT1_32_TLDS1_UMLDSA0_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG32_4_2_WGM16.kd",1,0,2200,8831,8831,1572864,256,53760,0,64,0,64,64,"0x0","0x7b2b0d512580",2657240212549,2657240829499,2657241074979,2657241063896,245480
1651,"unpermute_kernel(float const*, float*, int, int, int, int) [clone .kd]",1,0,2201,8831,8831,6291456,128,0,0,12,4,32,64,"0x0","0x7b3401f05540",2657240217427,2657241074979,2657241108696,2657241097203,33717
1652,"__amd_rocclr_fillBufferAligned.kd",1,0,2203,8831,8831,77824,256,0,0,12,4,48,64,"0x0","0x7b340229b580",2657241106845,2657241127419,2657241130466,2657241119046,3047
1653,"permute_kernel(float*, float*, float*, float const*, int, int, int, int) [clone .kd]",1,0,2205,8831,8831,6291456,128,0,0,12,4,32,64,"0x0","0x7b3401f05500",2657241113428,2657241136359,2657241175408,2657241164308,39049
1654,"Cijk_Alik_Bljk_SB_MT64x32x64_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR8_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVWn1_GSU1_GSUASB_GLS0_ISA942_IU1_K1_KLA_LBSPPA256_LBSPPB256_LPA4_LPB4_LDL1_LRVW1_LWPMn1_LDW0_FMA_MIAV0_MDA2_MO40_MMFSC_MKFGSU256_NTA0_NTB0_NTC3_NTD3_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR17_PKA0_SIA3_SLW1_SS1_SU0_SUM0_SUS0_SCIUI1_SPO1_SRVW0_SSO0_SVW1_SNLL0_TSGRA0_TSGRB0_TT2_16_TLDS1_UMLDSA1_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM32.kd",1,0,2206,8831,8831,12582912,256,58880,0,128,136,80,64,"0x0","0x7b2b0e149b40",2657241125733,2657241175408,2657241613206,2657241602840,437798
1655,"softmax_forward_kernel5(float*, float, float const*, int, int) [clone .kd]",1,0,2207,8831,8831,3145728,256,0,64,44,4,48,64,"0x0","0x7b3401f05440",2657241130593,2657241613206,2657241755210,2657241743913,142004
1656,"Cijk_Ailk_Bljk_SB_MT32x32x64_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT3128_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR0_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVW4_GSU1_GSUASB_GLS0_ISA942_IU1_K1_KLA_LBSPPA0_LBSPPB256_LPA16_LPB4_LDL1_LRVW1_LWPMn1_LDW0_FMA_MIAV1_MDA2_MO40_MMFSC_MKFGSU256_NTA0_NTB0_NTC3_NTD2_NEPBS4_NLCA1_NLCB1_ONLL2_OPLV0_PK0_PAP0_PGR2_PLR9_PKA0_SIA3_SLW1_SS1_SU0_SUM0_SUS0_SCIUI1_SPO0_SRVW0_SSO4_SVW1_SNLL0_TSGRA0_TSGRB0_TT1_32_TLDS1_UMLDSA0_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG32_4_2_WGM16.kd",1,0,2208,8831,8831,1572864,256,53760,0,64,0,64,64,"0x0","0x7b2b0d512580",2657241138657,2657241755210,2657241994315,2657241982987,239105
1657,"unpermute_kernel(float const*, float*, int, int, int, int) [clone .kd]",1,0,2209,8831,8831,6291456,128,0,0,12,4,32,64,"0x0","0x7b3401f05540",2657241143551,2657241994315,2657242026749,2657242015097,32434
1658,"__amd_rocclr_fillBufferAligned.kd",1,0,2211,8831,8831,77824,256,0,0,12,4,48,64,"0x0","0x7b340229b580",2657242024893,2657242045832,2657242048559,2657242036936,2727
1659,"permute_kernel(float*, float*, float*, float const*, int, int, int, int) [clone .kd]",1,0,2213,8831,8831,6291456,128,0,0,12,4,32,64,"0x0","0x7b3401f05500",2657242031690,2657242054292,2657242094784,2657242083951,40492
1660,"Cijk_Alik_Bljk_SB_MT64x32x64_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR8_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVWn1_GSU1_GSUASB_GLS0_ISA942_IU1_K1_KLA_LBSPPA256_LBSPPB256_LPA4_LPB4_LDL1_LRVW1_LWPMn1_LDW0_FMA_MIAV0_MDA2_MO40_MMFSC_MKFGSU256_NTA0_NTB0_NTC3_NTD3_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR17_PKA0_SIA3_SLW1_SS1_SU0_SUM0_SUS0_SCIUI1_SPO1_SRVW0_SSO0_SVW1_SNLL0_TSGRA0_TSGRB0_TT2_16_TLDS1_UMLDSA1_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM32.kd",1,0,2214,8831,8831,12582912,256,58880,0,128,136,80,64,"0x0","0x7b2b0e149b40",2657242044542,2657242094784,2657242517427,2657242507028,422643
1661,"softmax_forward_kernel5(float*, float, float const*, int, int) [clone .kd]",1,0,2215,8831,8831,3145728,256,0,64,44,4,48,64,"0x0","0x7b3401f05440",2657242049896,2657242517427,2657242659752,2657242647837,142325
1662,"Cijk_Ailk_Bljk_SB_MT32x32x64_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT3128_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR0_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVW4_GSU1_GSUASB_GLS0_ISA942_IU1_K1_KLA_LBSPPA0_LBSPPB256_LPA16_LPB4_LDL1_LRVW1_LWPMn1_LDW0_FMA_MIAV1_MDA2_MO40_MMFSC_MKFGSU256_NTA0_NTB0_NTC3_NTD2_NEPBS4_NLCA1_NLCB1_ONLL2_OPLV0_PK0_PAP0_PGR2_PLR9_PKA0_SIA3_SLW1_SS1_SU0_SUM0_SUS0_SCIUI1_SPO0_SRVW0_SSO4_SVW1_SNLL0_TSGRA0_TSGRB0_TT1_32_TLDS1_UMLDSA0_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG32_4_2_WGM16.kd",1,0,2216,8831,8831,1572864,256,53760,0,64,0,64,64,"0x0","0x7b2b0d512580",2657242058289,2657242659752,2657242898777,2657242887470,239025
1663,"unpermute_kernel(float const*, float*, int, int, int, int) [clone .kd]",1,0,2217,8831,8831,6291456,128,0,0,12,4,32,64,"0x0","0x7b3401f05540",2657242063034,2657242898777,2657242931451,2657242919501,32674
1664,"__amd_rocclr_fillBufferAligned.kd",1,0,2219,8831,8831,77824,256,0,0,12,4,48,64,"0x0","0x7b340229b580",2657242928554,2657242948570,2657242951497,2657242940174,2927
1665,"permute_kernel(float*, float*, float*, float const*, int, int, int, int) [clone .kd]",1,0,2221,8831,8831,6291456,128,0,0,12,4,32,64,"0x0","0x7b3401f05500",2657242933983,2657242957270,2657242997682,2657242985945,40412
1666,"Cijk_Alik_Bljk_SB_MT64x32x64_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR8_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVWn1_GSU1_GSUASB_GLS0_ISA942_IU1_K1_KLA_LBSPPA256_LBSPPB256_LPA4_LPB4_LDL1_LRVW1_LWPMn1_LDW0_FMA_MIAV0_MDA2_MO40_MMFSC_MKFGSU256_NTA0_NTB0_NTC3_NTD3_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR17_PKA0_SIA3_SLW1_SS1_SU0_SUM0_SUS0_SCIUI1_SPO1_SRVW0_SSO0_SVW1_SNLL0_TSGRA0_TSGRB0_TT2_16_TLDS1_UMLDSA1_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM32.kd",1,0,2222,8831,8831,12582912,256,58880,0,128,136,80,64,"0x0","0x7b2b0e149b40",2657242943424,2657242997682,2657243422531,2657243411903,424849
1667,"softmax_forward_kernel5(float*, float, float const*, int, int) [clone .kd]",1,0,2223,8831,8831,3145728,256,0,64,44,4,48,64,"0x0","0x7b3401f05440",2657242948915,2657243422531,2657243563733,2657243552415,141202
